  0.125907	  0.121347	  0.099363	  0.102296	  0.099946	  0.022179	  0.018454	  0.020656	  0.493260	 -0.247309	  0.908503	  0.103541	 33.071362	964.652588	1000.135010	 14.972070	 15.949420	 15.125420	 31.850901	 21.002680	 44.128571	 27.790831	  2.242500	  0.007561	
  0.125758	  0.121744	  0.099336	  0.102367	  0.099948	  0.022039	 -0.003719	  0.020634	  0.493288	 -0.247311	  0.912997	  0.090682	 33.071362	964.797119	1000.140015	 14.980000	 15.920200	 15.125420	 31.851139	 21.009260	 44.142391	 27.791349	  2.132500	  0.007561	
  0.126246	  0.122278	  0.099622	  0.102438	  0.099950	  0.022068	  0.063515	  0.020634	  0.493315	 -0.247312	  0.934408	  0.108132	 33.071362	964.941528	1000.143982	 14.987930	 15.890990	 15.125420	 31.851379	 21.015850	 44.156212	 27.791870	  2.160000	  0.007561	
  0.126589	  0.122166	  0.099783	  0.102508	  0.099965	  0.022495	  0.081396	  0.020631	  0.493343	 -0.247313	  0.955818	  0.112468	 33.071362	965.085877	1000.148987	 14.995860	 15.861780	 15.125420	 31.851610	 21.022430	 44.170029	 27.792391	  1.955000	  0.007561	
  0.126499	  0.122053	  0.099673	  0.102514	  0.100019	  0.022525	  0.052071	  0.020622	  0.493370	 -0.247315	  0.974565	  0.081223	 36.186661	965.230286	1000.153992	 15.003790	 15.832560	 15.211590	 31.851851	 21.029011	 44.183849	 27.792900	  2.007500	  0.007562	
  0.126410	  0.121903	  0.099876	  0.102394	  0.100073	  0.022272	  0.125742	  0.020612	  0.493398	 -0.247316	  0.979615	  0.151853	 45.532570	965.762329	1000.158997	 15.011720	 15.803350	 15.470080	 31.852091	 21.035601	 44.197670	 27.793421	  2.100000	  0.007562	
  0.126269	  0.121637	  0.100028	  0.102480	  0.100126	  0.021869	  0.144339	  0.020604	  0.493425	 -0.247318	  0.964762	  0.099401	 45.532570	967.088623	1000.164001	 15.019650	 15.774130	 15.470080	 31.852320	 21.042179	 44.211491	 27.793940	  2.012500	  0.007562	
  0.125972	  0.121282	  0.100019	  0.102565	  0.100180	  0.021580	  0.070667	  0.020605	  0.493453	 -0.247319	  0.941574	  0.100293	 45.532570	967.310791	1000.169006	 15.027580	 15.744920	 15.470080	 31.852560	 21.048759	 44.225311	 27.794451	  1.977500	  0.007562	
  0.125611	  0.120821	  0.099983	  0.102651	  0.100234	  0.021237	  0.057077	  0.020605	  0.493481	 -0.247321	  0.920420	  0.124447	 45.532570	967.533020	1000.174011	 15.035510	 15.715710	 15.470080	 31.852800	 21.055349	 44.239140	 27.794970	  2.127500	  0.007562	
  0.125247	  0.120916	  0.099992	  0.102736	  0.100287	  0.020829	  0.082111	  0.020593	  0.493508	 -0.247322	  0.907034	  0.099397	 50.275822	967.755188	1000.177979	 15.043440	 15.686490	 15.430910	 31.853029	 21.061930	 44.252960	 27.795490	  2.085000	  0.007562	
  0.125453	  0.121054	  0.100040	  0.102777	  0.100341	  0.020876	  0.073528	  0.020589	  0.493536	 -0.247324	  0.898642	  0.124871	 64.505577	967.977417	1000.182983	 15.051370	 15.657280	 15.313410	 31.853270	 21.068510	 44.266781	 27.796009	  1.930000	  0.007562	
  0.125497	  0.120719	  0.099855	  0.102683	  0.100395	  0.021198	  0.022030	  0.020586	  0.493563	 -0.247325	  0.890249	  0.065574	 64.505577	968.199585	1000.187988	 15.059300	 15.628060	 15.313410	 31.853510	 21.075121	 44.280602	 27.796520	  2.105000	  0.007563	
  0.125160	  0.120684	  0.099894	  0.102648	  0.100448	  0.020819	  0.005579	  0.020585	  0.493591	 -0.247327	  0.885135	  0.082806	 64.505577	969.199219	1000.192993	 15.067230	 15.598850	 15.313410	 31.853750	 21.081770	 44.294418	 27.797041	  2.277500	  0.007563	
  0.125148	  0.120978	  0.100120	  0.102789	  0.100489	  0.020563	  0.099278	  0.020581	  0.493618	 -0.247328	  0.893046	  0.086966	 55.671429	972.310730	1000.197998	 15.075160	 15.574900	 15.360410	 31.853979	 21.088430	 44.308239	 27.797560	  2.300000	  0.007563	
  0.125244	  0.121053	  0.100260	  0.102852	  0.100489	  0.020741	  0.151491	  0.020585	  0.493646	 -0.247330	  0.906558	  0.068716	 29.168989	974.340088	1000.203003	 15.083090	 15.566740	 15.501410	 31.856070	 21.095091	 44.322060	 27.798071	  2.302500	  0.007563	
  0.125405	  0.120547	  0.100198	  0.102781	  0.100489	  0.020882	  0.042057	  0.020591	  0.493673	 -0.247331	  0.905252	  0.087887	 29.168989	975.107483	1000.208008	 15.091020	 15.558580	 15.501410	 31.863701	 21.101749	 44.335880	 27.798590	  2.247500	  0.007563	
  0.124899	  0.120341	  0.100310	  0.103009	  0.100489	  0.020303	 -0.003362	  0.020601	  0.493701	 -0.247332	  0.895224	  0.090620	 29.168989	975.874817	1000.211975	 15.098950	 15.550410	 15.501410	 31.871330	 21.108400	 44.349701	 27.799110	  2.048000	  0.007563	
  0.124750	  0.120401	  0.100421	  0.103237	  0.100489	  0.019861	  0.072455	  0.020613	  0.493728	 -0.247334	  0.886072	  0.124060	 29.168989	976.463013	1000.216980	 15.106880	 15.542250	 15.501410	 31.878960	 21.115061	 44.363522	 27.799620	  2.000000	  0.007563	
  0.124786	  0.120386	  0.100457	  0.103376	  0.100530	  0.019934	  0.097847	  0.020647	  0.493756	 -0.247335	  0.882635	  0.067443	 32.502838	976.331726	1000.221985	 15.114810	 15.534090	 15.485740	 31.886589	 21.121719	 44.377350	 27.800140	  1.990000	  0.007563	
  0.124796	  0.120214	  0.100266	  0.103173	  0.100652	  0.020194	 -0.003004	  0.020750	  0.493783	 -0.247337	  0.888458	  0.067931	 42.504379	976.266907	1000.226990	 15.122740	 15.525930	 15.438110	 31.894220	 21.128380	 44.391171	 27.800659	  2.165000	  0.007564	
  0.124728	  0.120248	  0.100147	  0.102875	  0.100638	  0.020060	 -0.021958	  0.020893	  0.493811	 -0.247338	  0.896158	  0.063596	 42.504379	978.036499	1000.231995	 15.130670	 15.517770	 15.435580	 31.901850	 21.135040	 44.399429	 27.801180	  2.182000	  0.007564	
  0.124661	  0.120282	  0.100183	  0.103028	  0.100623	  0.020011	 -0.020528	  0.020955	  0.493838	 -0.247340	  0.909490	  0.094471	 42.504379	979.806030	1000.237000	 15.138600	 15.509600	 15.433050	 31.909479	 21.141701	 44.391029	 27.801689	  1.950000	  0.007564	
  0.124982	  0.120698	  0.100153	  0.103212	  0.100609	  0.020220	  0.006866	  0.020984	  0.493866	 -0.247341	  0.922823	  0.086234	 42.504379	979.863403	1000.242004	 15.146530	 15.501440	 15.430520	 31.917101	 21.148350	 44.382629	 27.802210	  2.254000	  0.007564	
  0.125303	  0.120441	  0.100367	  0.102985	  0.100594	  0.020314	  0.112152	  0.020978	  0.493894	 -0.247342	  0.935412	  0.032679	 41.597801	979.920715	1000.247009	 15.154460	 15.493280	 15.427990	 31.924730	 21.155010	 44.374229	 27.802731	  2.310000	  0.007564	
  0.124615	  0.119848	  0.100350	  0.102857	  0.100598	  0.019934	  0.012588	  0.020965	  0.493921	 -0.247344	  0.942264	  0.068525	 38.878071	979.978088	1000.250977	 15.162390	 15.485120	 15.425460	 31.932360	 21.161671	 44.365829	 27.803240	  2.212000	  0.007564	
  0.124221	  0.119896	  0.100493	  0.103085	  0.100602	  0.019318	  0.037765	  0.020976	  0.493949	 -0.247346	  0.936248	  0.054591	 38.878071	981.939026	1000.255981	 15.170320	 15.476960	 15.422930	 31.939989	 21.168329	 44.357430	 27.803761	  2.340000	  0.007564	
